date,nueva era-count,invento del gobierno-count,contienen microchips -count,puede magnetizar-count,alteran el adn-count,enferma de covid-count,causan infertilidad-count,mi fe me protege-count,nueva era-total_count,invento del gobierno-total_count,contienen microchips -total_count,puede magnetizar-total_count,alteran el adn-total_count,enferma de covid-total_count,causan infertilidad-total_count,mi fe me protege-total_count,nueva era-ratio,invento del gobierno-ratio,contienen microchips -ratio,puede magnetizar-ratio,alteran el adn-ratio,enferma de covid-ratio,causan infertilidad-ratio,mi fe me protege-ratio
"2021-04-17","377","1265","4","309","1295","1475","6","245","1762","1762","1762","1762","1762","1762","1762","1762","0.21396140749148695","0.7179341657207718","0.0022701475595913734","0.1753688989784336","0.7349602724177071","0.837116912599319","0.00340522133938706","0.13904653802497163"
"2021-04-18","107","342","3","132","363","382","1","69","391","391","391","391","391","391","391","391","0.27365728900255754","0.8746803069053708","0.0076726342710997444","0.3375959079283887","0.928388746803069","0.9769820971867008","0.0025575447570332483","0.17647058823529413"
"2021-04-19","789","2655","5","777","2802","2933","9","529","3134","3134","3134","3134","3134","3134","3134","3134","0.2517549457562221","0.8471601786853861","0.001595405232929164","0.2479259731971921","0.8940650925335035","0.9358647096362476","0.002871729419272495","0.16879387364390555"
"2021-04-20","1054","3622","12","979","3841","4117","5","646","4703","4703","4703","4703","4703","4703","4703","4703","0.22411226876461832","0.7701467148628535","0.0025515628322347436","0.20816500106315117","0.8167127365511375","0.8753986816925367","0.00106315118009781","0.13735913246863704"
"2021-04-21","1215","4278","16","1058","4481","4816","15","742","5440","5440","5440","5440","5440","5440","5440","5440","0.22334558823529413","0.7863970588235294","0.0029411764705882353","0.19448529411764706","0.8237132352941177","0.8852941176470588","0.0027573529411764708","0.1363970588235294"
"2021-04-22","1050","4141","16","982","4373","4693","16","724","5305","5305","5305","5305","5305","5305","5305","5305","0.19792648444863337","0.7805843543826578","0.0030160226201696515","0.18510838831291235","0.8243166823751178","0.8846371347785108","0.0030160226201696515","0.1364750235626767"
"2021-04-23","1002","3724","7","947","3942","4252","13","680","4773","4773","4773","4773","4773","4773","4773","4773","0.2099308610936518","0.7802220825476639","0.001466582861931699","0.19840771003561702","0.8258956631049654","0.8908443327047978","0.0027236538864445843","0.14246804944479363"
"2021-04-24","670","2516","5","584","2734","2970","4","518","3363","3363","3363","3363","3363","3363","3363","3363","0.1992268807612251","0.7481415402914064","0.0014867677668748143","0.1736544751709783","0.8129646149271483","0.8831400535236396","0.0011894142134998512","0.15402914064823076"
"2021-04-25","739","2485","3","549","2725","2952","11","521","3413","3413","3413","3413","3413","3413","3413","3413","0.21652505127453853","0.728098447113976","0.0008789920890711983","0.1608555523000293","0.7984178142396718","0.8649282156460592","0.0032229709932610606","0.1526516261353648"
"2021-04-26","1059","3867","12","963","4076","4450","3","695","4970","4970","4970","4970","4970","4970","4970","4970","0.2130784708249497","0.7780684104627766","0.002414486921529175","0.1937625754527163","0.8201207243460764","0.8953722334004024","0.0006036217303822937","0.1398390342052314"
"2021-04-27","1073","4167","9","1025","4409","4767","18","706","5409","5409","5409","5409","5409","5409","5409","5409","0.19837308190053615","0.7703826955074875","0.0016638935108153079","0.18949898317618782","0.8151229432427436","0.8813089295618414","0.0033277870216306157","0.13052320207062304"
"2021-04-28","1030","4142","12","875","4369","4750","12","717","5348","5348","5348","5348","5348","5348","5348","5348","0.1925953627524308","0.7744951383694839","0.002243829468960359","0.16361256544502617","0.8169409124906507","0.8881824981301422","0.002243829468960359","0.13406881077038146"
"2021-04-29","1051","4119","13","928","4340","4700","14","849","5302","5302","5302","5302","5302","5302","5302","5302","0.19822708411920031","0.7768766503206337","0.0024519049415314977","0.17502829121086383","0.8185590343266692","0.8864579403998492","0.002640513013956997","0.16012825348924933"
"2021-04-30","960","3867","5","828","4101","4470","9","723","5033","5033","5033","5033","5033","5033","5033","5033","0.19074110868269423","0.7683290284124776","0.0009934432743890324","0.16451420623882376","0.8148221736538843","0.888138287303795","0.0017881978939002583","0.14365189747665408"
"2021-05-01","659","2528","4","524","2720","3096","4","557","3521","3521","3521","3521","3521","3521","3521","3521","0.1871627378585629","0.7179778472024992","0.001136040897472309","0.1488213575688725","0.7725078102811701","0.8792956546435672","0.001136040897472309","0.15819369497301902"
"2021-05-02","710","2463","2","468","2594","3032","4","521","3431","3431","3431","3431","3431","3431","3431","3431","0.20693675313319732","0.7178665112212183","0.0005829204313611193","0.1364033809385019","0.7560477994753716","0.8837073739434567","0.0011658408627222385","0.15185077236957156"
"2021-05-03","1077","3694","12","807","3800","4227","8","722","4767","4767","4767","4767","4767","4767","4767","4767","0.22592825676526118","0.7749108453954269","0.0025173064820641915","0.16928886091881687","0.7971470526536606","0.8867212083071114","0.0016782043213761275","0.15145794000419552"
"2021-05-04","1083","4061","5","899","4320","4730","11","861","5246","5246","5246","5246","5246","5246","5246","5246","0.20644300419367137","0.7741136103698055","0.0009531071292413268","0.17136866183759056","0.8234845596645063","0.9016393442622951","0.0020968356843309188","0.16412504765535646"
"2021-05-05","1101","4004","15","954","4214","4682","14","758","5226","5226","5226","5226","5226","5226","5226","5226","0.21067738231917335","0.7661691542288557","0.0028702640642939152","0.182548794489093","0.8063528511289705","0.8959050899349407","0.0026789131266743206","0.1450440107156525"
"2021-05-06","1052","3959","12","947","4207","4647","10","776","5231","5231","5231","5231","5231","5231","5231","5231","0.20110877461288473","0.7568342573121773","0.0022940164404511567","0.1810361307589371","0.8042439304148347","0.8883578665647104","0.0019116803670426305","0.14834639648250814"
"2021-05-07","965","3798","13","859","3951","4398","6","687","4875","4875","4875","4875","4875","4875","4875","4875","0.19794871794871796","0.7790769230769231","0.0026666666666666666","0.1762051282051282","0.8104615384615385","0.9021538461538462","0.0012307692307692308","0.14092307692307693"
"2021-05-08","627","2524","7","555","2742","3112","6","506","3552","3552","3552","3552","3552","3552","3552","3552","0.17652027027027026","0.7105855855855856","0.0019707207207207205","0.15625","0.7719594594594594","0.8761261261261262","0.0016891891891891893","0.14245495495495494"
"2021-05-09","645","2436","6","497","2628","2980","9","516","3416","3416","3416","3416","3416","3416","3416","3416","0.18881733021077282","0.7131147540983607","0.001756440281030445","0.14549180327868852","0.7693208430913349","0.8723653395784543","0.0026346604215456673","0.15105386416861827"
"2021-05-10","1036","3896","21","873","4104","4500","20","687","5022","5022","5022","5022","5022","5022","5022","5022","0.20629231381919555","0.7757865392273995","0.004181600955794504","0.17383512544802868","0.8172043010752689","0.8960573476702509","0.00398247710075667","0.13679808841099164"
"2021-05-11","1169","4369","6","925","4538","5018","14","800","5579","5579","5579","5579","5579","5579","5579","5579","0.2095357590966123","0.7831152536296827","0.0010754615522495072","0.16580032263846567","0.8134074206847105","0.8994443448646711","0.002509410288582183","0.1433948736332676"
"2021-05-12","1192","4366","5","922","4640","5087","8","833","5511","5511","5511","5511","5511","5511","5511","5511","0.21629468336055163","0.792233714389403","0.0009072763563781528","0.16730176011613138","0.8419524587189258","0.9230629649791326","0.0014516421702050445","0.15115224097260024"
"2021-05-13","1090","4089","10","896","4357","4794","9","730","5156","5156","5156","5156","5156","5156","5156","5156","0.21140418929402638","0.7930566330488751","0.001939487975174554","0.17377812257564004","0.8450349107835532","0.9297905352986812","0.0017455391776570986","0.14158262218774242"
"2021-05-14","1002","3706","15","895","3944","4337","5","718","4766","4766","4766","4766","4766","4766","4766","4766","0.2102391942929081","0.7775912715065044","0.003147293327738145","0.187788501888376","0.8275283256399496","0.9099874108266891","0.001049097775912715","0.1506504406210659"
"2021-05-15","720","2697","5","587","2923","3333","16","532","3751","3751","3751","3751","3751","3751","3751","3751","0.1919488136496934","0.71900826446281","0.0013329778725673154","0.15649160223940284","0.7792588643028526","0.8885630498533724","0.004265529192215409","0.14182884564116235"
"2021-05-16","655","2384","3","539","2582","2924","6","527","3362","3362","3362","3362","3362","3362","3362","3362","0.19482450922070196","0.709101725163593","0.000892325996430696","0.16032123735871506","0.7679952409280191","0.8697204045211184","0.001784651992861392","0.15675193337299226"
"2021-05-17","881","3082","9","637","3300","3611","8","622","4098","4098","4098","4098","4098","4098","4098","4098","0.2149829184968277","0.7520741825280625","0.0021961932650073207","0.15544167886774035","0.8052708638360175","0.881161542215715","0.0019521717911176184","0.15178135675939483"
"2021-05-18","1105","4129","9","957","4305","4825","6","796","5315","5315","5315","5315","5315","5315","5315","5315","0.2079021636876764","0.7768579492003763","0.0016933207902163688","0.18005644402634055","0.8099717779868297","0.9078080903104422","0.0011288805268109125","0.1497648165569144"
"2021-05-19","1018","3263","6","807","3531","3771","10","708","4144","4144","4144","4144","4144","4144","4144","4144","0.24565637065637067","0.787403474903475","0.0014478764478764478","0.19473938223938225","0.8520752895752896","0.9099903474903475","0.002413127413127413","0.17084942084942084"
"2021-05-20","1075","3954","14","899","4096","4536","8","758","5111","5111","5111","5111","5111","5111","5111","5111","0.21033065936216006","0.7736255135981217","0.0027391899823909216","0.1758951281549599","0.8014087262766582","0.8874975542946586","0.001565251418509098","0.14830757190373703"
"2021-05-21","1026","3474","7","857","3785","4174","21","740","4673","4673","4673","4673","4673","4673","4673","4673","0.21955916969826664","0.7434196447678151","0.001497967044725016","0.18339396533276267","0.8099721806120266","0.8932163492403167","0.0044939011341750485","0.15835651615664456"
"2021-05-22","704","2413","13","605","2610","2998","5","607","3428","3428","3428","3428","3428","3428","3428","3428","0.20536756126021002","0.7039089848308051","0.003792298716452742","0.176487747957993","0.7613768961493582","0.8745624270711785","0.0014585764294049008","0.17707117852975496"
"2021-05-23","700","2311","4","517","2488","2825","14","482","3359","3359","3359","3359","3359","3359","3359","3359","0.20839535576064305","0.6880023816612086","0.0011908306043465317","0.15391485561178922","0.7406966359035427","0.841024114319738","0.004167907115212861","0.14349508782375708"
"2021-05-24","1013","3548","17","850","3721","4116","16","677","4640","4640","4640","4640","4640","4640","4640","4640","0.2183189655172414","0.7646551724137931","0.003663793103448276","0.18318965517241378","0.8019396551724138","0.8870689655172413","0.0034482758620689655","0.1459051724137931"
"2021-05-25","1003","3684","8","825","3946","4395","13","720","4967","4967","4967","4967","4967","4967","4967","4967","0.20193275619085968","0.7416951882423999","0.0016106301590497283","0.16609623515200322","0.7944433259512784","0.8848399436279444","0.0026172740084558083","0.14495671431447554"
"2021-05-26","1186","4113","12","931","4317","4805","11","764","5396","5396","5396","5396","5396","5396","5396","5396","0.21979243884358785","0.7622312824314307","0.002223869532987398","0.17253521126760563","0.8000370644922165","0.8904744255003706","0.002038547071905115","0.14158636026686433"
"2021-05-27","1059","3809","12","863","4016","4451","12","695","4937","4937","4937","4937","4937","4937","4937","4937","0.21450273445412193","0.7715211667004254","0.0024306258861656878","0.17480251164674904","0.8134494632367835","0.9015596516102896","0.0024306258861656878","0.1407737492404294"
"2021-05-28","317","1296","2","358","1382","1428","2","238","1448","1448","1448","1448","1448","1448","1448","1448","0.21892265193370167","0.8950276243093923","0.0013812154696132596","0.2472375690607735","0.9544198895027625","0.9861878453038674","0.0013812154696132596","0.1643646408839779"
"2021-05-29","591","2112","2","505","2309","2509","15","470","2693","2693","2693","2693","2693","2693","2693","2693","0.2194578536947642","0.7842554771630152","0.0007426661715558856","0.18752320831786112","0.8574080950612699","0.9316747122168585","0.005569996286669142","0.17452655031563313"
"2021-05-30","661","2381","5","547","2635","2970","13","563","3399","3399","3399","3399","3399","3399","3399","3399","0.19446896145925271","0.7005001471020889","0.0014710208884966167","0.16092968520152987","0.775228008237717","0.8737864077669902","0.0038246543100912034","0.16563695204471904"
"2021-05-31","1116","3931","9","891","4063","4386","18","777","4852","4852","4852","4852","4852","4852","4852","4852","0.23000824402308326","0.8101813685078318","0.0018549051937345425","0.18363561417971971","0.8373866446826052","0.903957131079967","0.003709810387469085","0.1601401483924155"
"2021-06-01","1112","3983","23","929","4149","4535","13","737","5122","5122","5122","5122","5122","5122","5122","5122","0.21710269426005466","0.7776259273721202","0.004490433424443577","0.18137446310035144","0.8100351425224521","0.8853963295587661","0.0025380710659898475","0.14388910581803982"
"2021-06-02","1067","3883","15","881","4127","4543","16","712","5092","5092","5092","5092","5092","5092","5092","5092","0.20954438334642578","0.7625687352710133","0.002945797329143755","0.17301649646504322","0.8104870384917517","0.8921838177533385","0.003142183817753339","0.13982717989002358"
"2021-06-03","1081","3949","11","849","4197","4625","16","749","5241","5241","5241","5241","5241","5241","5241","5241","0.20625834764357948","0.7534821598931501","0.0020988360999809196","0.1619919862621637","0.800801373783629","0.8824651784010685","0.0030528525090631558","0.14291165808051898"
"2021-06-04","965","3808","10","870","4071","4535","19","676","5033","5033","5033","5033","5033","5033","5033","5033","0.19173455195708325","0.7566063977746871","0.001986886548778065","0.17285912974369164","0.8088615140075501","0.9010530498708523","0.003775084442678323","0.13431353069739718"
"2021-06-05","688","2477","15","576","2675","3057","12","546","3427","3427","3427","3427","3427","3427","3427","3427","0.2007586810621535","0.7227896119054567","0.004377006127808579","0.16807703530784943","0.7805660927925299","0.8920338488473883","0.0035016049022468633","0.15932302305223228"
"2021-06-06","625","2336","2","456","2598","3021","8","515","3454","3454","3454","3454","3454","3454","3454","3454","0.18094962362478287","0.6763173132599885","0.0005790387955993051","0.13202084539664158","0.7521713954834974","0.8746381007527504","0.0023161551823972205","0.14910248986682106"
"2021-06-07","835","3055","8","677","3140","3453","8","591","3942","3942","3942","3942","3942","3942","3942","3942","0.21182141045154743","0.7749873160832065","0.0020294266869609334","0.171740233384069","0.7965499746321664","0.875951293759513","0.0020294266869609334","0.14992389649923896"
"2021-06-08","1120","3852","8","887","4048","4479","12","710","5092","5092","5092","5092","5092","5092","5092","5092","0.2199528672427337","0.7564807541241163","0.0015710919088766694","0.1741948153967007","0.7949725058915946","0.8796150824823252","0.002356637863315004","0.1394344069128044"
"2021-06-09","1101","3944","21","851","4146","4582","11","744","5098","5098","5098","5098","5098","5098","5098","5098","0.21596704590035307","0.7736367202824637","0.004119262455865045","0.16692820714005493","0.8132601020007846","0.8987838367987446","0.0021577089054531187","0.1459395841506473"
"2021-06-10","1092","3822","7","916","4042","4417","7","723","5027","5027","5027","5027","5027","5027","5027","5027","0.21722697433857172","0.760294410185001","0.0013924806047344342","0.18221603341953452","0.8040580863337975","0.8786552615874279","0.0013924806047344342","0.14382335388899942"
"2021-06-11","974","3551","11","760","3770","4189","8","640","4662","4662","4662","4662","4662","4662","4662","4662","0.20892320892320893","0.7616902616902617","0.0023595023595023596","0.16302016302016303","0.8086658086658086","0.8985413985413986","0.001716001716001716","0.13728013728013727"
"2021-06-12","646","2427","3","490","2569","2970","8","528","3404","3404","3404","3404","3404","3404","3404","3404","0.1897767332549941","0.7129847238542891","0.0008813160987074031","0.14394829612220916","0.7547003525264395","0.872502937720329","0.0023501762632197414","0.15511163337250294"
"2021-06-13","715","2387","7","542","2502","2743","10","539","3115","3115","3115","3115","3115","3115","3115","3115","0.22953451043338685","0.7662921348314606","0.0022471910112359553","0.17399678972712682","0.8032102728731942","0.880577849117175","0.0032102728731942215","0.17303370786516853"
"2021-06-14","865","2882","8","637","2973","3366","3","609","3852","3852","3852","3852","3852","3852","3852","3852","0.22455867082035305","0.7481827622014537","0.0020768431983385254","0.1653686396677051","0.7718068535825545","0.8738317757009346","0.000778816199376947","0.15809968847352024"
"2021-06-15","1061","3856","14","914","4050","4469","17","796","4963","4963","4963","4963","4963","4963","4963","4963","0.2137819867015918","0.7769494257505541","0.0028208744710860366","0.1841628047551884","0.8160386862784607","0.9004634293773927","0.0034253475720330447","0.1603868627846061"
"2021-06-16","1105","3904","18","900","4122","4562","14","816","5154","5154","5154","5154","5154","5154","5154","5154","0.2143965851765619","0.7574699262708576","0.0034924330616996507","0.17462165308498254","0.79976717112922","0.8851377570818781","0.002716336825766395","0.15832363213038417"
"2021-06-17","1067","3832","11","920","4030","4502","22","731","5055","5055","5055","5055","5055","5055","5055","5055","0.21107814045499507","0.7580613254203759","0.002176063303659743","0.18199802176063304","0.7972304648862513","0.8906033630069239","0.004352126607319486","0.14460929772502473"
"2021-06-18","1015","3555","8","784","3828","4279","10","614","4735","4735","4735","4735","4735","4735","4735","4735","0.21436114044350582","0.750791974656811","0.001689545934530095","0.16557550158394932","0.8084477296726504","0.9036958817317846","0.0021119324181626186","0.12967265047518478"
"2021-06-19","689","2473","10","520","2666","3125","13","482","3495","3495","3495","3495","3495","3495","3495","3495","0.1971387696709585","0.7075822603719599","0.002861230329041488","0.14878397711015737","0.7628040057224607","0.894134477825465","0.0037195994277539344","0.13791130185979972"
"2021-06-20","706","2451","3","510","2599","2976","5","535","3375","3375","3375","3375","3375","3375","3375","3375","0.2091851851851852","0.7262222222222222","0.0008888888888888889","0.1511111111111111","0.770074074074074","0.8817777777777778","0.0014814814814814814","0.15851851851851853"
"2021-06-21","1045","3784","10","790","3985","4395","11","737","4787","4787","4787","4787","4787","4787","4787","4787","0.21829956131188635","0.7904742009609359","0.0020889910173386254","0.16503029036975142","0.8324629204094423","0.9181115521203259","0.002297890119072488","0.1539586379778567"
"2021-06-22","1129","3926","22","974","4159","4655","4","766","5169","5169","5169","5169","5169","5169","5169","5169","0.2184174888759915","0.759527955117044","0.0042561423873089576","0.18843103114722384","0.8046043722189978","0.9005610369510544","0.0007738440704198104","0.1481911394853937"
"2021-06-23","1183","3990","8","892","4246","4751","6","791","5252","5252","5252","5252","5252","5252","5252","5252","0.22524752475247525","0.7597105864432597","0.0015232292460015233","0.16984006092916984","0.8084539223153084","0.9046077684691546","0.0011424219345011425","0.15060929169840062"
"2021-06-24","1140","3909","9","857","4124","4678","10","768","5199","5199","5199","5199","5199","5199","5199","5199","0.2192729371032891","0.7518753606462781","0.0017311021350259665","0.16483939219080593","0.7932294672052318","0.8997884208501635","0.0019234468166955184","0.1477207155222158"
"2021-06-25","1010","3616","11","814","3909","4369","11","695","4823","4823","4823","4823","4823","4823","4823","4823","0.2094132282811528","0.7497408252125233","0.0022807381297947336","0.16877462160481027","0.8104913953970557","0.9058677171884719","0.0022807381297947336","0.14410118183703088"
"2021-06-26","678","2448","6","550","2663","3112","8","523","3445","3445","3445","3445","3445","3445","3445","3445","0.19680696661828737","0.7105950653120464","0.0017416545718432512","0.15965166908563136","0.7730043541364296","0.9033381712626996","0.0023222060957910013","0.15181422351233673"
"2021-06-27","580","2307","9","498","2448","2880","5","535","3242","3242","3242","3242","3242","3242","3242","3242","0.17890191239975323","0.7115977791486736","0.0027760641579272056","0.15360888340530537","0.7550894509561998","0.8883405305367057","0.0015422578655151142","0.1650215916101172"
"2021-06-28","975","3872","9","872","4042","4507","24","734","4910","4910","4910","4910","4910","4910","4910","4910","0.1985743380855397","0.7885947046843177","0.0018329938900203666","0.1775967413441955","0.8232179226069246","0.9179226069246436","0.004887983706720978","0.14949083503054988"
"2021-06-29","1028","3946","21","788","4209","4739","20","705","5192","5192","5192","5192","5192","5192","5192","5192","0.19799691833590138","0.7600154083204931","0.004044684129429892","0.1517719568567026","0.8106702619414484","0.9127503852080123","0.003852080123266564","0.13578582434514638"
"2021-06-30","1134","3951","16","919","4142","4705","14","779","5135","5135","5135","5135","5135","5135","5135","5135","0.2208373904576436","0.7694255111976631","0.00311587147030185","0.1789678675754625","0.8066212268743914","0.9162609542356378","0.002726387536514119","0.15170399221032133"
"2021-07-01","1052","4060","17","871","4279","4863","5","768","5332","5332","5332","5332","5332","5332","5332","5332","0.1972993248312078","0.7614403600900225","0.003188297074268567","0.16335333833458365","0.8025131282820706","0.9120405101275318","0.0009377344336084021","0.14403600900225055"
"2021-07-02","1014","3549","11","780","3776","4279","11","627","4705","4705","4705","4705","4705","4705","4705","4705","0.2155154091392136","0.7543039319872477","0.0023379383634431457","0.16578108395324123","0.8025504782146653","0.9094580233793836","0.0023379383634431457","0.1332624867162593"
"2021-07-03","657","2474","5","536","2693","3178","9","481","3457","3457","3457","3457","3457","3457","3457","3457","0.190049175585768","0.7156494070002892","0.0014463407578825572","0.15504772924501012","0.7789991321955453","0.9192941857101533","0.0026034133641886026","0.13913798090830198"
"2021-07-04","646","2190","8","444","2363","2849","7","452","3161","3161","3161","3161","3161","3161","3161","3161","0.2043657070547295","0.6928187282505536","0.002530844669408415","0.14046187915216704","0.7475482442265106","0.9012970578930718","0.002214489085732363","0.14299272382157546"
"2021-07-05","835","2902","6","638","2998","3552","13","628","3941","3941","3941","3941","3941","3941","3941","3941","0.21187515858919057","0.7363613296117737","0.0015224562293834052","0.16188784572443543","0.7607206292819082","0.9012940877949759","0.0032986551636640447","0.15935041867546307"
"2021-07-06","988","3684","16","830","4032","4685","16","729","5128","5128","5128","5128","5128","5128","5128","5128","0.19266770670826833","0.718408736349454","0.0031201248049922","0.16185647425897035","0.7862714508580343","0.9136115444617785","0.0031201248049922","0.1421606864274571"
"2021-07-07","1122","4093","9","898","4332","4903","2","679","5336","5336","5336","5336","5336","5336","5336","5336","0.21026986506746626","0.7670539730134932","0.001686656671664168","0.16829085457271364","0.8118440779610195","0.9188530734632684","0.0003748125937031484","0.1272488755622189"
"2021-07-08","1028","3768","10","843","3983","4554","5","728","5290","5290","5290","5290","5290","5290","5290","5290","0.19432892249527411","0.7122873345935727","0.001890359168241966","0.15935727788279774","0.7529300567107751","0.8608695652173913","0.000945179584120983","0.13761814744801512"
"2021-07-09","1005","3497","13","759","3763","4311","6","653","4775","4775","4775","4775","4775","4775","4775","4775","0.21047120418848167","0.7323560209424084","0.0027225130890052357","0.15895287958115184","0.7880628272251309","0.9028272251308901","0.001256544502617801","0.1367539267015707"
"2021-07-10","690","2538","6","540","2709","3195","4","521","3475","3475","3475","3475","3475","3475","3475","3475","0.1985611510791367","0.7303597122302158","0.0017266187050359713","0.1553956834532374","0.779568345323741","0.9194244604316547","0.0011510791366906475","0.14992805755395683"
"2021-07-11","646","2397","4","436","2567","3076","5","540","3437","3437","3437","3437","3437","3437","3437","3437","0.18795461157986615","0.6974105324410823","0.0011638056444573757","0.12685481524585393","0.7468722723305208","0.8949665405877218","0.0014547570555717194","0.1571137620017457"
"2021-07-12","948","3427","6","795","3528","4345","9","798","5609","5609","5609","5609","5609","5609","5609","5609","0.16901408450704225","0.6109823497949723","0.0010697093956141914","0.14173649491888038","0.6289891246211445","0.7746478873239436","0.0016045640934212871","0.14227134961668747"
"2021-07-13","1057","3985","7","816","4266","4856","10","796","5296","5296","5296","5296","5296","5296","5296","5296","0.19958459214501512","0.7524546827794562","0.0013217522658610272","0.1540785498489426","0.8055135951661632","0.9169184290030211","0.0018882175226586104","0.15030211480362538"
"2021-07-14","1129","3926","9","845","4149","4694","9","759","5130","5130","5130","5130","5130","5130","5130","5130","0.22007797270955165","0.7653021442495127","0.0017543859649122807","0.16471734892787523","0.8087719298245614","0.9150097465886939","0.0017543859649122807","0.147953216374269"
"2021-07-15","1114","3931","7","848","4182","4732","3","809","5201","5201","5201","5201","5201","5201","5201","5201","0.2141895789271294","0.7558161891943856","0.0013458950201884253","0.16304556815996923","0.8040761392039992","0.9098250336473755","0.0005768121515093252","0.155547010190348"
"2021-07-16","1010","3528","9","782","3766","4300","14","671","4751","4751","4751","4751","4751","4751","4751","4751","0.21258682382656283","0.7425805093664491","0.0018943380340980846","0.1645969269627447","0.7926752262681541","0.9050726162913071","0.002946748053041465","0.14123342454220164"
"2021-07-17","675","2400","10","527","2519","2930","16","542","3220","3220","3220","3220","3220","3220","3220","3220","0.2096273291925466","0.7453416149068323","0.003105590062111801","0.1636645962732919","0.7822981366459627","0.9099378881987578","0.004968944099378882","0.16832298136645962"
"2021-07-18","589","2103","4","446","2230","2659","8","465","2963","2963","2963","2963","2963","2963","2963","2963","0.19878501518731015","0.709753628079649","0.0013499831252109348","0.15052311846101923","0.7526155923050962","0.897401282483969","0.0026999662504218697","0.15693553830577117"
"2021-07-19","1058","3577","14","759","3738","4305","11","668","4634","4634","4634","4634","4634","4634","4634","4634","0.22831247302546395","0.7719033232628398","0.0030211480362537764","0.16378938282261546","0.8066465256797583","0.9290030211480362","0.002373759171342253","0.1441519205869659"
"2021-07-20","1008","3389","8","666","3586","4152","13","667","4421","4421","4421","4421","4421","4421","4421","4421","0.2280027143180276","0.7665686496267813","0.0018095453517303778","0.15064465053155396","0.8111287039131418","0.939154037548066","0.002940511196561864","0.15087084370052026"
"2021-07-21","1022","3835","8","754","4093","4633","9","669","5050","5050","5050","5050","5050","5050","5050","5050","0.2023762376237624","0.7594059405940594","0.0015841584158415843","0.1493069306930693","0.8104950495049505","0.9174257425742575","0.0017821782178217822","0.13247524752475248"
"2021-07-22","1092","3691","10","842","3925","4555","12","740","5022","5022","5022","5022","5022","5022","5022","5022","0.2174432497013142","0.7349661489446435","0.001991238550378335","0.16766228594185584","0.7815611310234967","0.9070091596973318","0.0023894862604540022","0.1473516527279968"
"2021-07-23","971","3410","10","776","3770","4402","11","637","4784","4784","4784","4784","4784","4784","4784","4784","0.20296822742474915","0.7127926421404682","0.0020903010033444815","0.16220735785953178","0.7880434782608695","0.9201505016722408","0.00229933110367893","0.1331521739130435"
"2021-07-24","762","2553","5","598","2755","3232","3","550","3528","3528","3528","3528","3528","3528","3528","3528","0.21598639455782312","0.7236394557823129","0.001417233560090703","0.16950113378684808","0.7808956916099773","0.9160997732426304","0.0008503401360544217","0.15589569160997732"
"2021-07-25","722","2507","3","505","2764","3318","5","576","3641","3641","3641","3641","3641","3641","3641","3641","0.19829717110683878","0.6885471024443834","0.0008239494644328481","0.1386981598461961","0.7591321065641308","0.91128810766273","0.0013732491073880802","0.15819829717110684"
"2021-07-26","1039","3830","8","845","4063","4552","5","810","4946","4946","4946","4946","4946","4946","4946","4946","0.21006874241811566","0.7743631217145168","0.0016174686615446825","0.1708451273756571","0.8214718964820057","0.9203396684189243","0.0010109179134654266","0.16376870198139912"
"2021-07-27","1084","3733","19","903","4001","4512","9","765","4877","4877","4877","4877","4877","4877","4877","4877","0.22226778757432847","0.7654295673569818","0.0038958376050850932","0.185154808283781","0.8203813819971294","0.9251589091654706","0.0018453967603034652","0.15685872462579453"
"2021-07-28","1168","3762","16","827","3994","4505","9","804","4919","4919","4919","4919","4919","4919","4919","4919","0.23744663549501932","0.7647895913803618","0.0032526936369180726","0.1681236023582029","0.8119536491156739","0.9158365521447449","0.001829640170766416","0.16344785525513317"
"2021-07-29","1114","3920","19","868","4162","4662","7","801","5083","5083","5083","5083","5083","5083","5083","5083","0.2191619122565414","0.771198111351564","0.0037379500295101316","0.1707652960849892","0.8188077906747984","0.9171748967145387","0.0013771394845563643","0.157584103875664"
"2021-07-30","1078","3577","13","785","3867","4274","12","700","4678","4678","4678","4678","4678","4678","4678","4678","0.2304403591278324","0.764643009833262","0.0027789653698161608","0.16780675502351433","0.8266353142368533","0.9136383069687901","0.0025651988029072254","0.1496365968362548"
"2021-07-31","758","2424","4","546","2643","3042","13","589","3338","3338","3338","3338","3338","3338","3338","3338","0.22708208508088676","0.7261833433193529","0.0011983223487118035","0.1635710005991612","0.7917914919113241","0.9113241461953265","0.0038945476333133613","0.17645296584781306"
"2021-08-01","673","2233","12","517","2431","2826","2","600","3115","3115","3115","3115","3115","3115","3115","3115","0.2160513643659711","0.7168539325842697","0.0038523274478330658","0.16597110754414124","0.7804173354735152","0.907223113964687","0.0006420545746388443","0.1926163723916533"
"2021-08-02","1045","3616","10","807","3838","4320","5","762","4741","4741","4741","4741","4741","4741","4741","4741","0.22041763341067286","0.762708289390424","0.002109259649862898","0.17021725374393587","0.8095338536173803","0.911200168740772","0.001054629824931449","0.16072558531955283"
"2021-08-03","1054","3724","13","870","3988","4414","5","819","4865","4865","4865","4865","4865","4865","4865","4865","0.21664953751284688","0.7654676258992805","0.002672147995889003","0.17882836587872558","0.8197327852004112","0.9072970195272354","0.0010277492291880781","0.1683453237410072"
