date,vacunas-count,efectos secundarios vacuna ...-count,trombos-count,trombosis-count,pfizer-count,moderna-count,astrazeneca-count,jhonson & jhonson janssen-count,sinovac-count,sinopharm-count,zydus-count,gamaleya-count,vacunas-total_count,efectos secundarios vacuna ...-total_count,trombos-total_count,trombosis-total_count,pfizer-total_count,moderna-total_count,astrazeneca-total_count,jhonson & jhonson janssen-total_count,sinovac-total_count,sinopharm-total_count,zydus-total_count,gamaleya-total_count,vacunas-ratio,efectos secundarios vacuna ...-ratio,trombos-ratio,trombosis-ratio,pfizer-ratio,moderna-ratio,astrazeneca-ratio,jhonson & jhonson janssen-ratio,sinovac-ratio,sinopharm-ratio,zydus-ratio,gamaleya-ratio
"2021-05-10","271","1036","1","6","119","41","65","8","36","16","0","4","5022","5022","5022","5022","5022","5022","5022","5022","5022","5022","5022","5022","0.05396256471525289","0.20629231381919555","0.00019912385503783353","0.0011947431302270011","0.02369573874950219","0.008164078056551175","0.012943050577459179","0.0015929908403026682","0.007168458781362007","0.0031859816806053365","0","0.0007964954201513341"
"2021-05-11","304","1206","1","11","96","27","114","4","37","13","1","4","5579","5579","5579","5579","5579","5579","5579","5579","5579","5579","5579","5579","0.05449005198064169","0.21616777200215093","0.0001792435920415845","0.00197167951245743","0.017207384835992115","0.004839576985122782","0.020433769492740634","0.000716974368166338","0.006632012905538627","0.0023301666965405985","0.0001792435920415845","0.000716974368166338"
"2021-05-12","322","1212","2","6","116","47","80","11","55","19","0","11","5511","5511","5511","5511","5511","5511","5511","5511","5511","5511","5511","5511","0.058428597350753037","0.21992378878606422","0.0003629105425512611","0.0010887316276537834","0.021048811467973143","0.008528397749954637","0.014516421702050445","0.001996007984031936","0.00998003992015968","0.0034476501542369804","0","0.001996007984031936"
"2021-05-13","303","1108","1","5","124","41","60","5","45","15","1","7","5156","5156","5156","5156","5156","5156","5156","5156","5156","5156","5156","5156","0.05876648564778898","0.21489526764934058","0.0001939487975174554","0.000969743987587277","0.02404965089216447","0.00795190069821567","0.011636927851047323","0.000969743987587277","0.008727695888285493","0.0029092319627618307","0.0001939487975174554","0.0013576415826221878"
"2021-05-14","286","984","3","3","84","35","40","21","38","12","0","6","4766","4766","4766","4766","4766","4766","4766","4766","4766","4766","4766","4766","0.0600083927822073","0.20646244229962232","0.000629458665547629","0.000629458665547629","0.017624842635333614","0.007343684431389006","0.00839278220730172","0.0044062106588334034","0.007973143096936634","0.002517834662190516","0","0.001258917331095258"
"2021-05-15","146","650","0","2","42","26","25","4","31","6","0","6","3751","3751","3751","3751","3751","3751","3751","3751","3751","3751","3751","3751","0.03892295387896561","0.173287123433751","0","0.0005331911490269261","0.011197014129565449","0.00693148493735004","0.006664889362836577","0.0010663822980538523","0.008264462809917356","0.0015995734470807784","0","0.0015995734470807784"
"2021-05-16","134","617","0","1","42","18","38","5","29","6","0","2","3362","3362","3362","3362","3362","3362","3362","3362","3362","3362","3362","3362","0.03985722784057109","0.18352171326591316","0","0.000297441998810232","0.012492563950029744","0.005353955978584176","0.011302795954788817","0.00148720999405116","0.008625817965496729","0.001784651992861392","0","0.000594883997620464"
"2021-05-17","234","847","0","0","89","44","64","9","46","13","0","1","4098","4098","4098","4098","4098","4098","4098","4098","4098","4098","4098","4098","0.05710102489019034","0.20668618838457783","0","0","0.021717911176183505","0.010736944851146901","0.015617374328940947","0.0021961932650073207","0.011224987798926306","0.00317227916056613","0","0.0002440214738897023"
"2021-05-18","215","1068","3","10","65","32","68","4","36","15","0","4","5315","5315","5315","5315","5315","5315","5315","5315","5315","5315","5315","5315","0.04045155221072436","0.20094073377234242","0.0005644402634054562","0.0018814675446848542","0.012229539040451553","0.006020696142991533","0.012793979303857008","0.0007525870178739417","0.006773283160865475","0.0028222013170272815","0","0.0007525870178739417"
"2021-05-19","191","823","2","0","73","39","49","7","28","8","0","0","4144","4144","4144","4144","4144","4144","4144","4144","4144","4144","4144","4144","0.04609073359073359","0.1986003861003861","0.00048262548262548264","0","0.017615830115830115","0.009411196911196911","0.011824324324324325","0.0016891891891891893","0.006756756756756757","0.0019305019305019305","0","0"
"2021-05-20","208","953","1","0","65","42","52","4","31","12","0","4","5111","5111","5111","5111","5111","5111","5111","5111","5111","5111","5111","5111","0.04069653688123655","0.1864605752298963","0.00019565642731363725","0","0.012717667775386422","0.008217569947172765","0.010174134220309137","0.000782625709254549","0.0060653492467227545","0.002347877127763647","0","0.000782625709254549"
"2021-05-21","266","936","5","4","72","61","78","1","23","11","0","3","4673","4673","4673","4673","4673","4673","4673","4673","4673","4673","4673","4673","0.05692274769955061","0.20029959340894501","0.0010699764605178687","0.0008559811684142949","0.015407661031457309","0.013053712818317997","0.01669163278407875","0.00021399529210357372","0.004921891718382195","0.002353948213139311","0","0.0006419858763107211"
"2021-05-22","135","621","1","0","42","25","47","0","21","13","0","1","3428","3428","3428","3428","3428","3428","3428","3428","3428","3428","3428","3428","0.03938156359393232","0.18115519253208867","0.00029171528588098014","0","0.012252042007001166","0.007292882147024504","0.013710618436406068","0","0.006126021003500583","0.003792298716452742","0","0.00029171528588098014"
"2021-05-23","138","542","1","1","47","21","32","2","18","6","0","2","3359","3359","3359","3359","3359","3359","3359","3359","3359","3359","3359","3359","0.041083655849955346","0.16135754688895504","0.00029770765108663293","0.00029770765108663293","0.013992259601071748","0.006251860672819291","0.009526644834772254","0.0005954153021732659","0.005358737719559393","0.0017862459065197975","0","0.0005954153021732659"
"2021-05-24","240","952","2","1","91","35","70","9","63","17","0","6","4640","4640","4640","4640","4640","4640","4640","4640","4640","4640","4640","4640","0.05172413793103448","0.20517241379310344","0.0004310344827586207","0.00021551724137931034","0.019612068965517242","0.007543103448275862","0.015086206896551725","0.001939655172413793","0.013577586206896551","0.003663793103448276","0","0.001293103448275862"
"2021-05-25","259","1003","3","3","92","54","73","4","39","15","0","3","4967","4967","4967","4967","4967","4967","4967","4967","4967","4967","4967","4967","0.05214415139923495","0.20193275619085968","0.0006039863096436481","0.0006039863096436481","0.018522246829071873","0.010871753573585665","0.01469700020132877","0.0008053150795248641","0.007851822025367425","0.0030199315482182403","0","0.0006039863096436481"
"2021-05-26","271","984","3","9","102","42","76","7","25","12","0","5","5396","5396","5396","5396","5396","5396","5396","5396","5396","5396","5396","5396","0.05022238695329874","0.18235730170496664","0.0005559673832468495","0.0016679021497405485","0.018902891030392884","0.007783543365455893","0.014084507042253521","0.0012972572275759822","0.004633061527057079","0.002223869532987398","0","0.0009266123054114158"
"2021-05-27","266","962","5","10","66","40","73","23","45","14","0","2","4937","4937","4937","4937","4937","4937","4937","4937","4937","4937","4937","4937","0.05387887381000608","0.19485517520761597","0.0010127607859023698","0.0020255215718047396","0.013368442373911282","0.008102086287218958","0.0147863074741746","0.004658699615150901","0.009114847073121329","0.0028357302005266355","0","0.00040510431436094796"
"2021-05-28","59","281","1","1","15","10","8","6","7","2","0","0","1448","1448","1448","1448","1448","1448","1448","1448","1448","1448","1448","1448","0.04074585635359116","0.19406077348066297","0.0006906077348066298","0.0006906077348066298","0.010359116022099447","0.006906077348066298","0.0055248618784530384","0.004143646408839779","0.004834254143646409","0.0013812154696132596","0","0"
"2021-05-29","132","541","0","1","40","17","37","9","19","7","0","1","2693","2693","2693","2693","2693","2693","2693","2693","2693","2693","2693","2693","0.04901596732268845","0.20089119940586705","0","0.0003713330857779428","0.014853323431117713","0.0063126624582250275","0.013739324173783884","0.0033419977720014855","0.007055328629780914","0.0025993316004456","0","0.0003713330857779428"
"2021-05-30","155","581","0","0","31","21","38","10","10","14","0","1","3399","3399","3399","3399","3399","3399","3399","3399","3399","3399","3399","3399","0.045601647543395116","0.17093262724330685","0","0","0.009120329508679022","0.00617828773168579","0.011179758752574287","0.0029420417769932335","0.0029420417769932335","0.004118858487790526","0","0.0002942041776993233"
"2021-05-31","208","1027","3","2","76","33","54","6","42","12","0","4","4852","4852","4852","4852","4852","4852","4852","4852","4852","4852","4852","4852","0.04286892003297609","0.21166529266281944","0.0006183017312448475","0.00041220115416323167","0.015663643858202802","0.0068013190436933225","0.011129431162407255","0.001236603462489695","0.008656224237427864","0.00247320692497939","0","0.0008244023083264633"
"2021-06-01","237","1145","1","1","103","70","85","13","67","35","0","3","5122","5122","5122","5122","5122","5122","5122","5122","5122","5122","5122","5122","0.046270987895353374","0.22354549004295196","0.0001952362358453729","0.0001952362358453729","0.020109332292073408","0.013666536509176102","0.016595080046856697","0.0025380710659898475","0.013080827801639985","0.006833268254588051","0","0.0005857087075361187"
"2021-06-02","318","1090","1","1","103","44","82","13","58","23","0","20","5092","5092","5092","5092","5092","5092","5092","5092","5092","5092","5092","5092","0.0624509033778476","0.21406127258444618","0.00019638648860958367","0.00019638648860958367","0.020227808326787118","0.00864100549882168","0.01610369206598586","0.0025530243519245877","0.011390416339355853","0.004516889238020424","0","0.003927729772191673"
"2021-06-03","372","1107","4","14","115","47","106","14","63","12","0","13","5241","5241","5241","5241","5241","5241","5241","5241","5241","5241","5241","5241","0.07097882083571837","0.2112192329708071","0.0007632131272657889","0.0026712459454302615","0.021942377408891434","0.00896775424537302","0.020225147872543408","0.0026712459454302615","0.012020606754436176","0.0022896393817973667","0","0.0024804426636138143"
"2021-06-04","308","1133","2","3","76","46","67","23","38","19","0","21","5033","5033","5033","5033","5033","5033","5033","5033","5033","5033","5033","5033","0.061196105702364396","0.22511424597655474","0.00039737730975561295","0.0005960659646334195","0.015100337770713292","0.009139678124379097","0.013312139876813034","0.004569839062189549","0.007550168885356646","0.003775084442678323","0","0.004172461752433936"
"2021-06-05","150","664","4","3","40","33","30","4","31","12","1","2","3427","3427","3427","3427","3427","3427","3427","3427","3427","3427","3427","3427","0.04377006127808579","0.19375547125765977","0.0011672016340822876","0.0008754012255617158","0.011672016340822877","0.009629413481178874","0.008754012255617158","0.0011672016340822876","0.00904581266413773","0.0035016049022468633","0.0002918004085205719","0.0005836008170411438"
"2021-06-06","118","588","0","0","24","20","26","8","20","9","1","6","3454","3454","3454","3454","3454","3454","3454","3454","3454","3454","3454","3454","0.034163288940359006","0.1702374059061957","0","0","0.006948465547191662","0.005790387955993051","0.007527504342790967","0.0023161551823972205","0.005790387955993051","0.0026056745801968733","0.00028951939779965256","0.0017371163867979154"
"2021-06-07","169","866","2","3","55","49","43","19","38","24","0","3","3942","3942","3942","3942","3942","3942","3942","3942","3942","3942","3942","3942","0.04287163876204972","0.21968543886352104","0.0005073566717402334","0.00076103500761035","0.013952308472856417","0.012430238457635717","0.010908168442415017","0.004819888381532217","0.009639776763064434","0.0060882800608828","0","0.00076103500761035"
"2021-06-08","232","933","0","1","60","37","46","9","26","19","0","6","5092","5092","5092","5092","5092","5092","5092","5092","5092","5092","5092","5092","0.04556166535742341","0.18322859387274157","0","0.00019638648860958367","0.01178318931657502","0.007266300078554596","0.009033778476040848","0.001767478397486253","0.005106048703849175","0.0037313432835820895","0","0.001178318931657502"
"2021-06-09","245","999","2","3","116","32","46","8","33","8","0","1","5098","5098","5098","5098","5098","5098","5098","5098","5098","5098","5098","5098","0.048058061985092194","0.19595919968615144","0.00039231071008238524","0.0005884660651235779","0.022754021184778345","0.006276971361318164","0.009023146331894862","0.001569242840329541","0.0064731267163593564","0.001569242840329541","0","0.00019615535504119262"
"2021-06-10","283","1061","0","3","127","43","49","14","27","16","0","4","5027","5027","5027","5027","5027","5027","5027","5027","5027","5027","5027","5027","0.05629600159140641","0.21106027451760492","0","0.0005967774020290431","0.025263576685896162","0.008553809429082952","0.00974736423314104","0.0027849612094688683","0.0053709966182613885","0.0031828128108215637","0","0.0007957032027053909"
"2021-06-11","287","980","3","7","95","48","67","63","35","17","0","1","4662","4662","4662","4662","4662","4662","4662","4662","4662","4662","4662","4662","0.06156156156156156","0.21021021021021022","0.0006435006435006435","0.0015015015015015015","0.02037752037752038","0.010296010296010296","0.014371514371514372","0.013513513513513514","0.0075075075075075074","0.0036465036465036463","0","0.0002145002145002145"
"2021-06-12","154","727","5","3","40","14","45","16","15","10","0","11","3404","3404","3404","3404","3404","3404","3404","3404","3404","3404","3404","3404","0.04524089306698002","0.213572267920094","0.0014688601645123384","0.0008813160987074031","0.011750881316098707","0.004112808460634548","0.013219741480611046","0.004700352526439483","0.004406580493537015","0.002937720329024677","0","0.0032314923619271444"
"2021-06-13","190","727","4","2","68","33","54","28","27","12","0","2","3115","3115","3115","3115","3115","3115","3115","3115","3115","3115","3115","3115","0.060995184590690206","0.23338683788121992","0.0012841091492776886","0.0006420545746388443","0.021829855537720707","0.01059390048154093","0.017335473515248796","0.008988764044943821","0.008667736757624398","0.0038523274478330658","0","0.0006420545746388443"
"2021-06-14","146","755","2","3","61","36","48","16","16","15","0","4","3852","3852","3852","3852","3852","3852","3852","3852","3852","3852","3852","3852","0.03790238836967809","0.19600207684319834","0.0005192107995846313","0.000778816199376947","0.015835929387331256","0.009345794392523364","0.012461059190031152","0.004153686396677051","0.004153686396677051","0.003894080996884735","0","0.0010384215991692627"
"2021-06-15","219","1093","5","7","87","31","98","24","31","9","0","1","4963","4963","4963","4963","4963","4963","4963","4963","4963","4963","4963","4963","0.04412653636913157","0.22022969977835985","0.0010074551682450132","0.0014104372355430183","0.017529719927463227","0.006246222043119081","0.019746121297602257","0.0048357848075760625","0.006246222043119081","0.0018134193028410237","0","0.00020149103364900262"
"2021-06-16","234","1002","2","2","118","48","74","30","59","17","0","0","5154","5154","5154","5154","5154","5154","5154","5154","5154","5154","5154","5154","0.04540162980209546","0.19441210710128057","0.00038804811796662784","0.00038804811796662784","0.022894838960031045","0.009313154831199068","0.01435778036476523","0.005820721769499418","0.011447419480015522","0.0032984090027163367","0","0"
"2021-06-17","240","1077","2","0","101","34","54","19","71","11","0","2","5055","5055","5055","5055","5055","5055","5055","5055","5055","5055","5055","5055","0.04747774480712166","0.21305637982195846","0.0003956478733926805","0","0.019980217606330366","0.006726013847675569","0.010682492581602374","0.003758654797230465","0.014045499505440158","0.002176063303659743","0","0.0003956478733926805"
"2021-06-18","231","948","0","1","69","26","44","6","33","11","0","3","4735","4735","4735","4735","4735","4735","4735","4735","4735","4735","4735","4735","0.048785638859556495","0.20021119324181627","0","0.00021119324181626187","0.01457233368532207","0.005491024287222809","0.009292502639915523","0.0012671594508975714","0.006969376979936642","0.0023231256599788807","0","0.0006335797254487857"
"2021-06-19","179","746","0","1","39","24","53","9","23","4","0","6","3495","3495","3495","3495","3495","3495","3495","3495","3495","3495","3495","3495","0.05121602288984263","0.213447782546495","0","0.0002861230329041488","0.011158798283261802","0.0068669527896995704","0.015164520743919885","0.002575107296137339","0.006580829756795422","0.0011444921316165952","0","0.0017167381974248926"
"2021-06-20","112","572","0","2","22","21","25","4","14","3","0","1","3375","3375","3375","3375","3375","3375","3375","3375","3375","3375","3375","3375","0.033185185185185186","0.16948148148148148","0","0.0005925925925925926","0.006518518518518518","0.006222222222222222","0.007407407407407408","0.0011851851851851852","0.004148148148148148","0.0008888888888888889","0","0.0002962962962962963"
"2021-06-21","229","1017","0","0","63","49","46","6","27","27","0","1","4787","4787","4787","4787","4787","4787","4787","4787","4787","4787","4787","4787","0.047837894297054526","0.21245038646333822","0","0","0.01316064340923334","0.010236055984959264","0.009609358679757677","0.0012533946104031752","0.0056402757468142885","0.0056402757468142885","0","0.00020889910173386254"
"2021-06-22","267","1193","0","1","129","21","67","18","51","10","0","0","5169","5169","5169","5169","5169","5169","5169","5169","5169","5169","5169","5169","0.05165409170052235","0.23079899400270845","0","0.0001934610176049526","0.024956471271038887","0.004062681369704005","0.012961888179531825","0.003482298316889147","0.009866511897852582","0.001934610176049526","0","0"
"2021-06-23","279","1106","1","3","128","58","64","33","59","9","0","3","5252","5252","5252","5252","5252","5252","5252","5252","5252","5252","5252","5252","0.053122619954303126","0.2105864432597106","0.0001904036557501904","0.0005712109672505713","0.024371667936024372","0.011043412033511044","0.012185833968012186","0.006283320639756283","0.011233815689261234","0.0017136329017517135","0","0.0005712109672505713"
"2021-06-24","287","1070","1","2","150","33","79","46","64","14","0","9","5199","5199","5199","5199","5199","5199","5199","5199","5199","5199","5199","5199","0.05520292363916138","0.20580880938642046","0.00019234468166955183","0.00038468936333910367","0.028851702250432775","0.006347374495095211","0.015195229851894596","0.008847855356799385","0.012310059626851317","0.0026928255433737256","0","0.0017311021350259665"
"2021-06-25","236","989","2","1","111","48","73","40","62","24","0","4","4823","4823","4823","4823","4823","4823","4823","4823","4823","4823","4823","4823","0.048932199875596105","0.2050590918515447","0.00041467965996267884","0.00020733982998133942","0.023014721127928676","0.009952311839104291","0.015135807588637777","0.008293593199253577","0.012855069458843044","0.004976155919552146","0","0.0008293593199253577"
"2021-06-26","131","667","0","4","49","30","23","25","35","4","0","4","3445","3445","3445","3445","3445","3445","3445","3445","3445","3445","3445","3445","0.03802612481857765","0.19361393323657475","0","0.0011611030478955006","0.014223512336719884","0.008708272859216255","0.006676342525399129","0.00725689404934688","0.010159651669085631","0.0011611030478955006","0","0.0011611030478955006"
"2021-06-27","141","634","2","1","37","27","38","30","45","7","0","1","3242","3242","3242","3242","3242","3242","3242","3242","3242","3242","3242","3242","0.043491671807526215","0.19555829734731647","0.0006169031462060457","0.00030845157310302283","0.011412708204811845","0.008328192473781616","0.011721159777914868","0.009253547193090685","0.013880320789636027","0.00215916101172116","0","0.00030845157310302283"
"2021-06-28","298","1050","3","1","85","43","67","97","95","13","0","2","4910","4910","4910","4910","4910","4910","4910","4910","4910","4910","4910","4910","0.06069246435845214","0.21384928716904278","0.0006109979633401223","0.00020366598778004074","0.017311608961303463","0.008757637474541752","0.013645621181262729","0.019755600814663953","0.019348268839103868","0.0026476578411405295","0","0.0004073319755600815"
"2021-06-29","360","1168","0","7","110","48","76","79","78","16","0","17","5192","5192","5192","5192","5192","5192","5192","5192","5192","5192","5192","5192","0.06933744221879815","0.22496147919876733","0","0.0013482280431432975","0.0211864406779661","0.009244992295839754","0.014637904468412942","0.015215716486902928","0.015023112480739599","0.0030816640986132513","0","0.0032742681047765792"
"2021-06-30","315","1149","1","0","98","61","63","62","50","15","0","9","5135","5135","5135","5135","5135","5135","5135","5135","5135","5135","5135","5135","0.06134371957156767","0.22375851996105162","0.00019474196689386563","0","0.01908471275559883","0.011879259980525803","0.012268743914313535","0.01207400194741967","0.009737098344693282","0.0029211295034079843","0","0.0017526777020447906"
"2021-07-01","308","1182","0","0","88","61","67","81","35","35","0","2","5332","5332","5332","5332","5332","5332","5332","5332","5332","5332","5332","5332","0.05776444111027757","0.22168042010502625","0","0","0.016504126031507877","0.011440360090022505","0.012565641410352588","0.015191297824456114","0.006564141035258815","0.006564141035258815","0","0.00037509377344336085"
"2021-07-02","247","983","0","3","76","70","59","59","43","19","0","4","4705","4705","4705","4705","4705","4705","4705","4705","4705","4705","4705","4705","0.05249734325185972","0.20892667375132837","0","0.0006376195536663124","0.016153028692879916","0.01487778958554729","0.012539851222104145","0.012539851222104145","0.009139213602550478","0.004038257173219979","0","0.0008501594048884166"
"2021-07-03","135","656","0","1","44","47","22","30","32","7","0","1","3457","3457","3457","3457","3457","3457","3457","3457","3457","3457","3457","3457","0.03905120046282904","0.1897599074341915","0","0.0002892681515765114","0.012727798669366503","0.013595603124096037","0.006363899334683252","0.008678044547295342","0.009256580850448365","0.00202487706103558","0","0.0002892681515765114"
"2021-07-04","144","703","0","0","52","28","24","32","37","13","0","1","3161","3161","3161","3161","3161","3161","3161","3161","3161","3161","3161","3161","0.04555520404935147","0.22239797532426447","0","0","0.016450490351154697","0.008857956342929452","0.007592534008225245","0.01012337867763366","0.01170515659601392","0.004112622587788674","0","0.00031635558367605187"
"2021-07-05","184","907","0","2","52","43","41","15","40","19","0","9","3941","3941","3941","3941","3941","3941","3941","3941","3941","3941","3941","3941","0.046688657701091096","0.23014463334179142","0","0.0005074854097944684","0.013194620654656179","0.01091093631058107","0.010403450900786603","0.0038061405734585133","0.010149708195889368","0.00482111139304745","0","0.002283684344075108"
"2021-07-06","190","1072","0","0","69","54","36","20","26","21","0","3","5128","5128","5128","5128","5128","5128","5128","5128","5128","5128","5128","5128","0.037051482059282374","0.20904836193447737","0","0","0.01345553822152886","0.010530421216848674","0.0070202808112324495","0.0039001560062402497","0.005070202808112325","0.004095163806552262","0","0.0005850234009360375"
"2021-07-07","239","1024","0","2","58","34","34","37","33","13","0","3","5336","5336","5336","5336","5336","5336","5336","5336","5336","5336","5336","5336","0.044790104947526235","0.191904047976012","0","0.0003748125937031484","0.010869565217391304","0.006371814092953523","0.006371814092953523","0.006934032983508246","0.006184407796101949","0.0024362818590704647","0","0.0005622188905547226"
"2021-07-08","270","1182","0","7","140","55","63","48","54","22","0","4","5290","5290","5290","5290","5290","5290","5290","5290","5290","5290","5290","5290","0.05103969754253308","0.22344045368620039","0","0.0013232514177693763","0.026465028355387523","0.010396975425330813","0.011909262759924386","0.009073724007561436","0.010207939508506616","0.004158790170132325","0","0.0007561436672967864"
"2021-07-09","252","1014","0","0","105","47","44","44","41","13","0","6","4775","4775","4775","4775","4775","4775","4775","4775","4775","4775","4775","4775","0.05277486910994764","0.21235602094240838","0","0","0.02198952879581152","0.009842931937172774","0.009214659685863874","0.009214659685863874","0.008586387434554974","0.0027225130890052357","0","0.001256544502617801"
"2021-07-10","188","616","0","1","56","26","40","34","56","5","0","2","3475","3475","3475","3475","3475","3475","3475","3475","3475","3475","3475","3475","0.05410071942446043","0.1772661870503597","0","0.00028776978417266187","0.016115107913669064","0.007482014388489209","0.011510791366906475","0.009784172661870504","0.016115107913669064","0.0014388489208633094","0","0.0005755395683453237"
"2021-07-11","148","623","0","0","65","31","48","27","40","17","0","2","3437","3437","3437","3437","3437","3437","3437","3437","3437","3437","3437","3437","0.043060808844922895","0.18126272912423624","0","0","0.018911841722432352","0.00901949374454466","0.013965667733488507","0.007855688100087285","0.011638056444573755","0.004946173988943846","0","0.0005819028222286878"
"2021-07-12","236","1092","3","10","107","44","49","33","68","27","0","1","5609","5609","5609","5609","5609","5609","5609","5609","5609","5609","5609","5609","0.042075236227491535","0.19468711000178285","0.0005348546978070957","0.0017828489926903191","0.019076484221786413","0.007844535567837404","0.008735960064182563","0.005883401675878053","0.01212337315029417","0.004813692280263861","0","0.00017828489926903192"
"2021-07-13","220","1076","3","6","102","51","73","43","44","22","0","7","5296","5296","5296","5296","5296","5296","5296","5296","5296","5296","5296","5296","0.04154078549848943","0.20317220543806647","0.0005664652567975831","0.0011329305135951663","0.019259818731117824","0.009629909365558912","0.013783987915407855","0.008119335347432024","0.008308157099697885","0.004154078549848943","0","0.0013217522658610272"
"2021-07-14","203","1040","1","2","84","42","36","28","23","13","0","3","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","0.03957115009746589","0.20272904483430798","0.0001949317738791423","0.0003898635477582846","0.016374269005847954","0.008187134502923977","0.007017543859649123","0.005458089668615985","0.0044834307992202725","0.00253411306042885","0","0.0005847953216374269"
"2021-07-15","253","1094","0","1","104","53","46","40","36","16","0","10","5201","5201","5201","5201","5201","5201","5201","5201","5201","5201","5201","5201","0.04864449144395309","0.2103441645837339","0","0.00019227071716977504","0.019996154585656605","0.010190348009998077","0.008844452989809652","0.007690828686791002","0.006921745818111902","0.0030763314747164006","0","0.0019227071716977505"
"2021-07-16","267","1043","0","2","111","64","44","50","47","22","0","4","4751","4751","4751","4751","4751","4751","4751","4751","4751","4751","4751","4751","0.05619869501157651","0.21953272995158915","0","0.0004209640075773521","0.023363502420543043","0.013470848242475268","0.009261208166701748","0.010524100189433803","0.009892654178067775","0.004630604083350874","0","0.0008419280151547042"
"2021-07-17","173","693","1","0","61","59","54","36","38","14","1","4","3220","3220","3220","3220","3220","3220","3220","3220","3220","3220","3220","3220","0.05372670807453416","0.21521739130434783","0.00031055900621118014","0","0.018944099378881987","0.01832298136645963","0.016770186335403725","0.011180124223602485","0.011801242236024845","0.004347826086956522","0.00031055900621118014","0.0012422360248447205"
"2021-07-18","98","656","0","0","29","29","36","20","18","12","0","1","2963","2963","2963","2963","2963","2963","2963","2963","2963","2963","2963","2963","0.0330745865676679","0.2213972325345933","0","0","0.009787377657779277","0.009787377657779277","0.012149848126898413","0.006749915626054675","0.006074924063449207","0.004049949375632805","0","0.0003374957813027337"
"2021-07-19","161","1027","0","2","56","63","47","28","28","19","0","2","4634","4634","4634","4634","4634","4634","4634","4634","4634","4634","4634","4634","0.03474320241691843","0.2216227880880449","0","0.00043159257660768235","0.012084592145015106","0.013595166163141994","0.010142425550280535","0.006042296072507553","0.006042296072507553","0.004100129477772983","0","0.00043159257660768235"
"2021-07-20","197","991","0","4","47","45","34","13","9","10","0","5","4421","4421","4421","4421","4421","4421","4421","4421","4421","4421","4421","4421","0.044560054286360555","0.22415743044560055","0","0.0009047726758651889","0.01063107894141597","0.010178692603483374","0.007690567744854105","0.002940511196561864","0.002035738520696675","0.002261931689662972","0","0.001130965844831486"
"2021-07-21","272","1164","1","1","110","45","67","46","60","16","0","8","5050","5050","5050","5050","5050","5050","5050","5050","5050","5050","5050","5050","0.05386138613861386","0.2304950495049505","0.00019801980198019803","0.00019801980198019803","0.02178217821782178","0.00891089108910891","0.013267326732673267","0.009108910891089108","0.011881188118811881","0.0031683168316831685","0","0.0015841584158415843"
"2021-07-22","224","1168","0","1","79","53","52","22","31","14","0","8","5022","5022","5022","5022","5022","5022","5022","5022","5022","5022","5022","5022","0.04460374352847471","0.23257666268418956","0","0.00019912385503783353","0.01573078454798885","0.010553564317005177","0.010354440461967344","0.004380724810832338","0.006172839506172839","0.0027877339705296694","0","0.0015929908403026682"
"2021-07-23","260","1147","0","1","140","116","50","32","46","12","0","2","4784","4784","4784","4784","4784","4784","4784","4784","4784","4784","4784","4784","0.05434782608695652","0.23975752508361203","0","0.00020903010033444816","0.029264214046822744","0.024247491638795988","0.010451505016722408","0.006688963210702341","0.009615384615384616","0.002508361204013378","0","0.0004180602006688963"
"2021-07-24","182","746","0","1","55","50","36","20","23","4","0","3","3528","3528","3528","3528","3528","3528","3528","3528","3528","3528","3528","3528","0.051587301587301584","0.21145124716553287","0","0.0002834467120181406","0.015589569160997732","0.01417233560090703","0.01020408163265306","0.005668934240362812","0.006519274376417234","0.0011337868480725624","0","0.0008503401360544217"
"2021-07-25","168","731","0","1","53","64","31","36","22","7","0","0","3641","3641","3641","3641","3641","3641","3641","3641","3641","3641","3641","3641","0.046141170008239495","0.2007690195001373","0","0.00027464982147761604","0.014556440538313651","0.017577588574567427","0.008514144465806098","0.009887393573194177","0.006042296072507553","0.0019225487503433123","0","0"
"2021-07-26","224","1112","2","1","70","73","61","13","40","21","0","3","4946","4946","4946","4946","4946","4946","4946","4946","4946","4946","4946","4946","0.04528912252325111","0.22482814395471087","0.0004043671653861706","0.0002021835826930853","0.014152850788515973","0.014759401536595228","0.012333198544278204","0.0026283865750101093","0.008087343307723413","0.004245855236554792","0","0.000606550748079256"
"2021-07-27","293","1118","4","4","101","120","75","28","81","23","0","12","4877","4877","4877","4877","4877","4877","4877","4877","4877","4877","4877","4877","0.0600779167521017","0.229239286446586","0.0008201763379126512","0.0008201763379126512","0.020709452532294444","0.024605290137379537","0.015378306335862211","0.005741234365388558","0.016608570842731187","0.004716013942997745","0","0.002460529013737954"
"2021-07-28","266","1078","3","3","135","119","74","21","85","17","0","7","4919","4919","4919","4919","4919","4919","4919","4919","4919","4919","4919","4919","0.05407603171376296","0.21915023378735515","0.0006098800569221387","0.0006098800569221387","0.02744460256149624","0.024191908924578166","0.015043708070746087","0.0042691603984549705","0.01727993494612726","0.0034559869892254523","0","0.0014230534661516568"
